,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
867,1,37,-17,0,0,0
868,1,69,-5,0,0,0
869,1,-36,19,0,0,0
870,1,39,-16,0,0,0
871,1,51,-11,0,0,0
872,1,58,-9,0,0,0
873,1,83,-2,0,0,0
874,1,-36,19,0,0,0
875,1,-40,17,0,1,0
876,1,-38,19,0,0,0
877,1,-32,21,0,0,0
878,1,-40,18,0,0,0
879,1,68,-6,0,0,0
880,1,-39,16,0,0,0
881,1,-38,19,0,0,0
882,1,-36,19,0,0,0
883,1,53,-11,0,0,0
884,1,-46,13,0,0,0
885,1,-42,15,0,0,0
886,1,-55,9,0,0,0
887,1,-41,17,0,0,0
888,1,-45,15,0,0,0
889,1,-39,19,0,0,0
890,1,-38,19,0,0,0
891,1,71,-6,0,0,0
892,1,74,-6,0,0,0
893,1,89,-2,0,0,0
894,1,73,-6,0,0,0
895,1,81,-5,0,0,0
896,1,66,-8,0,0,0
897,1,70,-8,0,0,0
898,1,67,-9,0,0,0
899,1,71,-7,0,0,0
900,1,69,-8,0,0,0
901,1,70,-8,0,0,0
902,1,63,-11,0,0,0
903,1,64,-10,0,0,0
904,1,62,-11,0,0,0
905,1,62,-11,0,0,0
906,1,62,-11,0,0,0
907,1,62,-10,0,0,0
908,1,59,-11,0,0,0
909,1,63,-11,0,0,0
910,1,72,-6,0,0,0
911,1,69,-7,0,0,0
912,1,80,-5,0,0,0
913,1,74,-6,0,0,0
914,1,76,-5,0,0,0
915,1,80,-4,0,0,0
916,1,79,-4,0,0,0
917,1,77,-5,0,0,0
918,1,71,-6,0,0,0
919,1,74,-6,0,0,0
920,1,79,-4,0,0,0
921,1,71,-5,0,0,0
922,1,74,-5,0,0,0
923,1,75,-5,0,0,0
924,1,76,-5,0,0,0
925,1,62,-11,0,0,0
926,1,58,-12,0,0,0
927,1,60,-10,0,0,0
928,1,65,-9,0,0,0
929,1,59,-12,0,0,0
930,1,67,-9,0,0,0
931,1,65,-9,0,0,0
932,1,69,-7,0,0,0
933,1,68,-8,0,0,0
934,1,66,-9,0,0,0
935,1,66,-8,0,0,0
936,1,69,-8,0,0,0
937,1,60,-12,0,0,0
938,1,60,-11,0,0,0
939,1,58,-11,0,0,0
940,1,54,-13,0,0,0
941,1,63,-10,0,0,0
942,1,61,-10,0,1,0
943,1,58,-11,0,0,0
944,1,-54,5,0,0,0
945,1,-70,2,0,0,0
946,1,79,-5,0,0,0
947,1,76,-6,0,0,0
948,1,87,-2,0,0,0
949,1,-89,-1,0,0,0
950,1,-35,17,0,0,0
951,1,87,-2,0,0,0
952,1,-89,-3,0,0,0
953,1,65,-10,0,0,0
954,1,63,-10,0,0,0
955,1,54,-12,0,0,0
956,1,70,-8,0,0,0
957,1,65,-9,0,0,0
958,1,65,-8,0,0,0
959,1,64,-9,0,0,0
960,1,57,-11,0,0,0
961,1,59,-11,0,0,0
962,1,60,-10,0,0,0
963,1,58,-11,0,0,0
964,1,55,-13,0,0,0
965,1,48,-13,0,0,0
966,1,59,-10,0,0,0
967,1,89,-2,0,0,0
968,1,78,-4,0,0,0
969,1,57,-9,0,0,0
970,1,54,-10,0,0,0
971,1,-81,0,0,0,0
972,1,-69,4,0,0,0
973,1,77,-5,0,0,0
974,1,73,-6,0,0,0
975,1,71,-6,0,0,0
976,1,68,-7,0,0,0
977,1,69,-7,0,0,0
978,1,69,-7,0,0,0
979,1,73,-6,0,0,0
980,1,72,-7,0,0,0
981,1,66,-8,0,0,0
982,1,75,-6,0,0,0
983,1,74,-5,0,0,0
984,1,66,-7,0,0,0
985,1,64,-8,0,0,0
986,1,63,-10,0,0,0
987,1,55,-12,0,0,0
988,1,60,-9,0,0,0
989,1,51,-12,0,0,0
990,1,54,-12,0,0,0
991,1,60,-9,0,0,0
992,1,64,-8,0,0,0
993,1,61,-8,0,0,0
994,1,63,-7,0,0,0
995,1,61,-7,0,0,0
996,1,66,-6,0,0,0
997,1,59,-8,0,0,0
998,1,64,-7,0,0,0
999,1,65,-7,0,0,0
1000,1,63,-8,0,0,0
1001,1,64,-8,0,0,0
1002,1,66,-7,0,0,0
1003,1,65,-8,0,0,0
1004,1,65,-7,0,0,0
1005,1,67,-7,0,0,0
1006,1,66,-7,0,0,0
1007,1,65,-7,0,0,0
1008,1,66,-7,0,0,0
1009,1,69,-6,0,0,0
1010,1,65,-7,0,0,0
1011,1,65,-7,0,0,0
