,no_faces,Angle1,Angle2,cnt_inner,cnt_outer,Phone_detected
554,1,-11,35,3,5,0
555,1,-16,29,3,5,0
556,1,-12,36,3,5,0
557,1,-12,34,3,5,0
558,1,-13,33,3,5,0
559,1,-13,33,3,5,0
560,1,-7,31,3,5,0
561,1,-8,30,3,5,0
562,1,-4,25,3,5,0
563,1,-7,28,3,5,0
564,1,-12,35,3,5,0
565,1,-13,34,3,5,0
566,1,-4,26,3,5,0
567,1,-15,33,3,5,0
568,1,-15,31,3,5,0
569,1,-16,29,3,5,0
570,1,-17,30,3,5,0
571,1,-14,32,3,5,0
572,1,-12,33,3,5,0
573,1,-13,34,3,5,0
574,1,-17,29,0,5,0
575,1,44,-5,0,5,0
576,1,41,-15,0,0,0
577,1,60,-5,0,0,0
578,1,36,-11,2,5,0
579,1,32,-9,3,0,0
580,1,15,-12,0,5,0
581,1,38,-7,3,5,0
582,1,22,-13,3,5,0
583,1,18,-10,0,5,0
584,1,22,-10,0,0,0
585,1,17,-8,0,0,0
586,1,30,-8,0,0,0
587,1,19,-11,0,1,0
588,1,22,-11,0,1,0
589,1,12,-7,0,3,0
590,1,35,-6,1,0,0
591,1,19,-14,0,0,0
592,1,23,-10,1,0,0
593,1,17,-15,0,0,0
594,1,30,-5,0,2,0
595,1,24,-9,1,0,0
596,1,61,-5,1,5,0
597,1,22,-19,0,1,0
598,1,24,-14,0,0,0
599,1,56,-6,0,1,0
600,1,20,-5,0,5,0
601,1,31,-5,0,3,0
602,1,22,-6,0,0,0
603,1,41,-4,0,1,0
604,1,24,-7,0,5,0
605,1,24,-10,0,1,0
606,1,36,-6,0,2,0
607,1,-6,-4,0,3,0
608,1,26,-8,0,5,0
609,1,27,-5,0,0,0
610,1,25,-8,0,0,0
611,1,56,-5,0,0,0
612,1,36,-5,0,0,0
613,1,29,-6,1,0,0
614,1,24,-10,1,0,0
615,1,19,-14,3,0,0
616,1,20,-12,0,0,0
617,1,20,-13,3,0,0
618,1,51,-6,0,1,0
619,1,17,19,3,5,0
620,1,-1,17,3,0,0
621,1,37,-8,3,1,0
622,1,-5,-8,3,5,0
623,1,-7,9,3,5,0
624,1,-89,1,3,5,0
625,1,-2,-5,3,5,0
626,1,-41,-2,1,5,0
627,1,-35,0,2,5,0
628,1,-18,-1,1,5,0
629,1,78,5,1,0,0
630,1,-12,0,0,5,0
631,1,12,-11,0,0,0
632,1,-27,0,0,0,0
633,1,33,-4,0,1,0
634,1,47,0,0,0,0
635,1,76,2,3,5,0
636,1,13,-6,0,2,0
637,1,50,-1,1,4,0
638,1,27,-4,0,1,0
639,1,12,-1,1,4,0
640,1,20,-4,0,2,0
641,1,46,-2,0,0,0
642,1,25,-1,0,4,0
643,1,17,0,0,0,0
644,1,20,-1,0,0,0
645,1,63,0,0,0,0
646,1,30,-3,0,0,0
647,1,35,-3,0,0,0
648,1,17,1,2,5,0
649,1,48,1,0,1,0
650,1,-33,0,0,1,0
651,1,-46,5,0,2,0
652,1,52,0,0,3,0
653,1,-7,0,0,2,0
654,1,-30,1,0,0,0
655,1,4,1,3,4,0
656,1,-56,1,0,1,0
657,1,39,0,2,5,0
658,1,68,1,0,0,0
659,1,43,-3,3,5,0
660,1,29,-1,3,5,0
661,1,-36,0,3,5,0
662,1,11,-3,3,5,0
663,1,32,-2,3,5,0
664,1,26,-9,3,5,0
665,1,43,-5,3,5,0
666,1,25,-3,3,5,0
667,1,15,10,3,5,0
668,1,26,0,3,5,0
669,1,-2,-13,3,5,0
670,1,-19,-13,3,2,0
671,1,-26,-19,3,2,0
672,1,90,-5,3,5,0
673,1,-16,14,0,3,0
674,1,2,-24,3,5,0
675,1,-31,-12,0,0,0
676,1,3,10,0,0,0
677,1,3,-33,0,0,0
678,1,0,25,0,4,0
679,1,-8,18,0,3,0
680,1,6,26,0,5,0
681,1,-13,25,1,5,0
682,1,3,22,2,5,0
683,1,-1,-12,0,5,0
684,1,13,-15,0,5,0
685,1,18,-12,0,4,0
686,1,19,-21,0,5,0
687,1,9,-19,1,5,0
688,1,12,-21,3,5,0
689,1,19,-19,1,1,0
690,1,16,-18,1,0,0
691,1,16,-20,0,0,0
692,1,17,-21,0,1,0
693,1,18,-22,0,1,0
694,1,22,-19,0,0,0
695,1,19,-19,0,0,0
696,1,10,-21,0,0,0
697,1,31,-11,0,0,0
698,1,7,-17,1,0,0
699,1,13,-17,3,0,0
700,1,4,-15,0,1,0
701,1,6,-19,0,0,0
702,1,9,-17,0,0,0
703,1,2,-16,2,0,0
704,1,11,-17,1,0,0
705,1,5,-15,0,0,0
706,1,12,-16,1,0,0
707,1,12,-19,1,0,0
708,1,11,-16,3,0,0
709,1,14,-18,3,0,0
710,1,11,-17,0,0,0
711,1,1,-15,0,0,0
712,1,3,-14,2,3,0
713,1,5,-18,3,0,0
714,1,8,-16,0,1,0
715,1,7,-15,0,0,0
716,1,11,-16,0,0,0
717,1,-17,-13,1,0,0
718,1,-7,-16,3,0,0
719,1,3,-15,1,0,0
720,1,3,-20,1,0,0
721,1,1,-15,0,1,0
722,1,-7,-16,3,0,0
723,1,5,-25,0,0,0
724,1,4,-28,0,0,0
725,1,-28,12,3,5,0
726,1,-34,4,0,4,0
727,1,16,-16,2,5,0
728,1,10,-12,1,5,0
729,1,11,-12,0,5,0
730,1,22,-17,1,4,0
731,1,-40,0,0,5,0
732,1,25,-17,0,5,0
733,1,67,-4,1,4,0
734,1,-9,5,0,5,0
735,1,36,-9,0,5,0
736,1,26,-16,2,3,0
737,1,28,-13,0,5,0
738,1,26,-15,0,5,0
739,1,-40,15,0,5,0
740,1,24,-16,1,4,0
741,1,-35,16,0,4,0
742,1,-38,15,0,5,0
743,1,22,-20,2,2,0
744,1,21,-21,0,4,0
745,1,22,-21,0,5,0
746,1,20,-20,0,5,0
747,1,50,-7,0,5,0
748,1,-39,14,0,5,0
749,1,-43,13,0,5,0
750,1,-41,14,0,5,0
751,1,51,-6,0,5,0
752,1,20,-20,0,4,0
753,1,20,-19,0,3,0
754,1,-41,14,0,4,0
755,1,20,-22,0,5,0
756,1,31,-12,2,3,0
757,1,21,-19,0,5,0
758,1,21,-21,0,5,0
759,1,-43,14,0,5,0
760,1,-1,28,0,5,0
761,1,89,-1,0,5,0
762,1,23,-16,0,5,0
763,1,-41,15,0,2,0
764,1,-75,-10,1,2,0
765,1,18,-19,2,5,0
766,1,23,-19,0,5,0
767,1,-44,13,2,2,0
768,1,24,-16,0,5,0
769,1,-44,13,0,3,0
770,1,-35,-15,0,5,0
771,1,-40,15,0,5,0
772,1,-33,10,3,4,0
773,1,-37,17,0,4,0
774,1,26,-16,0,5,0
775,1,69,-5,0,5,0
776,1,-48,11,2,4,0
777,1,-57,5,0,5,0
778,1,-20,17,0,5,0
779,1,-4,21,0,4,0
780,1,17,13,0,5,0
781,1,-47,13,0,4,0
782,1,78,-6,0,5,0
783,1,21,-20,0,5,0
784,1,44,-11,0,5,0
785,1,15,-22,0,4,0
786,1,-16,10,0,4,0
787,1,73,-5,0,4,0
788,1,19,-15,0,5,0
789,1,-3,4,0,4,0
790,1,-78,-5,3,3,0
791,1,-28,17,0,5,0
792,1,37,-8,0,5,0
793,1,-46,13,0,5,0
794,1,26,-6,0,5,0
795,1,-38,-5,3,0,0
796,1,-26,22,3,4,47.36162126
797,1,-40,-25,3,5,57.87531137
798,1,73,-19,0,0,0
799,1,-21,-28,3,5,53.89760137
800,1,-74,-64,2,0,0
801,1,-71,2,3,4,0
802,1,84,-6,3,4,0
803,1,88,-26,3,4,0
804,1,-7,13,3,5,0
805,1,2,-29,0,3,0
806,1,4,-28,0,5,0
807,1,8,-30,0,0,0
808,1,3,-30,0,2,0
809,1,5,-29,0,3,0
810,1,2,-30,3,5,0
811,1,3,-32,0,1,0
812,1,6,-33,0,0,0
813,1,8,-29,0,1,0
814,1,7,-31,0,0,0
815,1,3,-27,0,5,0
816,1,2,-34,0,2,0
